,Loss,Val_Loss,MAE,Val_MAE,MSE,Val_MSE
0,25183.55859375,24565.787109375,89.7156982421875,88.71588134765625,25183.55859375,25183.55859375
1,24237.900390625,22898.775390625,86.9700698852539,85.21157836914062,24237.900390625,24237.900390625
2,20779.548828125,17219.091796875,86.7789535522461,86.84852600097656,20779.548828125,20779.548828125
3,13886.7841796875,10397.1103515625,79.0445327758789,66.23077392578125,13886.7841796875,13886.7841796875
4,8183.52587890625,6057.4033203125,59.827449798583984,49.672142028808594,8183.52587890625,8183.52587890625
5,4717.41943359375,3473.21484375,44.126216888427734,37.530418395996094,4717.41943359375,4717.41943359375
6,2618.452880859375,1815.758544921875,33.490238189697266,26.85503387451172,2618.452880859375,2618.452880859375
7,1333.0455322265625,781.02099609375,23.5696964263916,17.920021057128906,1333.0455322265625,1333.0455322265625
8,545.6427612304688,319.9404296875,15.367118835449219,12.001315116882324,545.6427612304688,545.6427612304688
9,279.67950439453125,206.67608642578125,11.440152168273926,9.874896049499512,279.67950439453125,279.67950439453125
10,191.4186553955078,139.70333862304688,9.230646133422852,7.9837965965271,191.4186553955078,191.4186553955078
11,146.71934509277344,119.19706726074219,8.110692024230957,7.376979351043701,146.71934509277344,146.71934509277344
12,121.10874938964844,99.48170471191406,7.385056495666504,6.81736946105957,121.10874938964844,121.10874938964844
13,101.52729797363281,92.86729431152344,6.817666053771973,6.5971598625183105,101.52729797363281,101.52729797363281
14,91.70146942138672,79.31346130371094,6.479583263397217,6.036492347717285,91.70146942138672,91.70146942138672
15,81.03765106201172,75.25596618652344,6.082911491394043,5.933693885803223,81.03765106201172,81.03765106201172
16,76.71918487548828,77.77751922607422,5.9782395362854,6.0312395095825195,76.71918487548828,76.71918487548828
17,71.73381805419922,63.380699157714844,5.796711444854736,5.375760555267334,71.73381805419922,71.73381805419922
18,66.66349029541016,60.607994079589844,5.576617240905762,5.353260040283203,66.66349029541016,66.66349029541016
19,61.9815788269043,58.31565475463867,5.4194655418396,5.224949359893799,61.9815788269043,61.9815788269043
20,58.60252380371094,55.54920959472656,5.26045560836792,5.05692720413208,58.60252380371094,58.60252380371094
21,55.54164123535156,51.87202835083008,5.092254161834717,4.836287498474121,55.54164123535156,55.54164123535156
22,53.2185173034668,51.11084747314453,4.920538425445557,4.815931797027588,53.2185173034668,53.2185173034668
23,51.65903091430664,48.285255432128906,4.854712009429932,4.641196250915527,51.65903091430664,51.65903091430664
24,49.74164581298828,48.435791015625,4.748434066772461,4.601927757263184,49.74164581298828,49.74164581298828
25,47.62617111206055,46.147804260253906,4.619269371032715,4.473470687866211,47.62617111206055,47.62617111206055
26,46.58573532104492,45.605533599853516,4.543256759643555,4.427142143249512,46.58573532104492,46.58573532104492
27,44.58518600463867,44.046722412109375,4.440796375274658,4.3323493003845215,44.58518600463867,44.58518600463867
28,43.19966125488281,42.708343505859375,4.370147705078125,4.2734055519104,43.19966125488281,43.19966125488281
29,41.702728271484375,41.77272415161133,4.285574913024902,4.21188497543335,41.702728271484375,41.702728271484375
30,40.331809997558594,40.761863708496094,4.251190662384033,4.181853294372559,40.331809997558594,40.331809997558594
31,39.1972541809082,39.39969253540039,4.207797050476074,4.178032875061035,39.1972541809082,39.1972541809082
32,38.185546875,37.64499282836914,4.179041385650635,4.089520454406738,38.185546875,38.185546875
33,36.76885223388672,37.970333099365234,4.132692337036133,4.142740249633789,36.76885223388672,36.76885223388672
34,35.57553482055664,35.369667053222656,4.061972141265869,4.019289016723633,35.57553482055664,35.57553482055664
35,34.2791862487793,35.2464485168457,4.0335917472839355,4.057674407958984,34.2791862487793,34.2791862487793
36,32.631141662597656,33.46776580810547,3.948108196258545,3.92154598236084,32.631141662597656,32.631141662597656
37,31.27324104309082,32.82991027832031,3.8748385906219482,3.9013640880584717,31.27324104309082,31.27324104309082
38,30.43998908996582,30.01030731201172,3.86721134185791,3.7389585971832275,30.43998908996582,30.43998908996582
39,29.40178871154785,29.63998794555664,3.7638516426086426,3.7375104427337646,29.40178871154785,29.40178871154785
40,27.838924407958984,29.617115020751953,3.6659390926361084,3.6963019371032715,27.838924407958984,27.838924407958984
41,27.064533233642578,27.50417709350586,3.62447452545166,3.595353603363037,27.064533233642578,27.064533233642578
42,26.08234405517578,27.040462493896484,3.570133686065674,3.5486998558044434,26.08234405517578,26.08234405517578
43,25.149133682250977,26.000341415405273,3.4854774475097656,3.4720091819763184,25.149133682250977,25.149133682250977
44,24.159273147583008,25.182409286499023,3.4312446117401123,3.4668521881103516,24.159273147583008,24.159273147583008
45,23.342321395874023,24.04421615600586,3.366028070449829,3.3715810775756836,23.342321395874023,23.342321395874023
46,22.487171173095703,23.99418830871582,3.291949987411499,3.3543128967285156,22.487171173095703,22.487171173095703
47,21.979825973510742,23.192493438720703,3.2417044639587402,3.2864091396331787,21.979825973510742,21.979825973510742
48,21.220277786254883,22.54375648498535,3.189976692199707,3.2518537044525146,21.220277786254883,21.220277786254883
49,20.579418182373047,21.31534194946289,3.127034902572632,3.161254644393921,20.579418182373047,20.579418182373047
50,20.03023910522461,21.13861846923828,3.0763018131256104,3.150789976119995,20.03023910522461,20.03023910522461
51,19.492488861083984,20.348440170288086,3.0364017486572266,3.0849294662475586,19.492488861083984,19.492488861083984
52,18.611698150634766,19.742483139038086,2.9718515872955322,3.064746379852295,18.611698150634766,18.611698150634766
53,17.964397430419922,19.732864379882812,2.9372127056121826,3.0254812240600586,17.964397430419922,17.964397430419922
54,17.59449005126953,19.340782165527344,2.9027762413024902,3.055666446685791,17.59449005126953,17.59449005126953
55,17.46973991394043,18.731277465820312,2.902060031890869,3.025832414627075,17.46973991394043,17.46973991394043
56,16.74901008605957,17.482145309448242,2.8609671592712402,2.9744834899902344,16.74901008605957,16.74901008605957
57,16.558441162109375,18.79408836364746,2.8490169048309326,3.05122709274292,16.558441162109375,16.558441162109375
58,16.305932998657227,16.81734275817871,2.844611406326294,2.8866028785705566,16.305932998657227,16.305932998657227
59,15.612059593200684,16.71786880493164,2.775599479675293,2.8762073516845703,15.612059593200684,15.612059593200684
60,14.966288566589355,15.921817779541016,2.7323484420776367,2.8357350826263428,14.966288566589355,14.966288566589355
61,14.570209503173828,15.672707557678223,2.7010555267333984,2.8121731281280518,14.570209503173828,14.570209503173828
62,14.325789451599121,15.143157958984375,2.687912940979004,2.7794837951660156,14.325789451599121,14.325789451599121
63,14.331750869750977,14.789498329162598,2.6968581676483154,2.74418568611145,14.331750869750977,14.331750869750977
64,13.55294132232666,14.113569259643555,2.6278436183929443,2.7161865234375,13.55294132232666,13.55294132232666
65,13.298645973205566,15.485344886779785,2.611325740814209,2.8114757537841797,13.298645973205566,13.298645973205566
66,13.29849910736084,13.933808326721191,2.6210734844207764,2.7123754024505615,13.29849910736084,13.29849910736084
67,13.0462064743042,14.806538581848145,2.607069969177246,2.7746074199676514,13.0462064743042,13.0462064743042
68,12.559260368347168,13.388218879699707,2.5555598735809326,2.6469624042510986,12.559260368347168,12.559260368347168
69,13.14512825012207,14.761697769165039,2.5875229835510254,2.7723746299743652,13.14512825012207,13.14512825012207
70,11.947437286376953,13.242554664611816,2.4990670680999756,2.627495527267456,11.947437286376953,11.947437286376953
71,11.83252239227295,12.796309471130371,2.505419969558716,2.5909225940704346,11.83252239227295,11.83252239227295
72,11.699841499328613,12.404556274414062,2.4804749488830566,2.5880849361419678,11.699841499328613,11.699841499328613
73,11.183098793029785,12.152758598327637,2.440356492996216,2.5549888610839844,11.183098793029785,11.183098793029785
74,11.031778335571289,11.535623550415039,2.422045946121216,2.509338617324829,11.031778335571289,11.031778335571289
75,10.839797019958496,11.149951934814453,2.4152214527130127,2.4903461933135986,10.839797019958496,10.839797019958496
76,10.664153099060059,10.830928802490234,2.390021800994873,2.444365978240967,10.664153099060059,10.664153099060059
77,10.24462890625,10.699989318847656,2.342830181121826,2.407055139541626,10.24462890625,10.24462890625
